problem,instance_id,population_size,generations,operator_id,n_seeds,median_quality,mean_quality,std_quality,min_quality,max_quality
knapsack,n50_uncorrelated,20,50,bitflip,30,17854.5,17751.033333333333,535.1628487784291,16576.0,18678.0
knapsack,n50_uncorrelated,20,50,swapbit,30,16764.0,16777.166666666668,580.7918544202557,15711.0,18007.0
knapsack,n50_uncorrelated,50,20,singlepoint,30,16250.5,16246.833333333334,891.3557702709969,14071.0,17883.0
knapsack,n50_uncorrelated,50,20,uniform,30,18434.0,18310.8,521.8190596696164,16298.0,18848.0
knapsack,n50_uncorrelated,50,20,bitflip,30,17005.5,17134.8,521.3828033088614,16298.0,18181.0
knapsack,n50_uncorrelated,50,20,swapbit,30,16785.0,16789.266666666666,426.8729063326924,15887.0,17706.0
knapsack,n50_uncorrelated,50,30,singlepoint,30,16250.5,16246.833333333334,891.3557702709969,14071.0,17883.0
knapsack,n50_uncorrelated,50,30,uniform,30,18434.0,18313.533333333333,520.6538153152235,16298.0,18848.0
knapsack,n50_uncorrelated,50,30,bitflip,30,17766.0,17791.966666666667,435.88075586487344,16789.0,18449.0
knapsack,n50_uncorrelated,50,30,swapbit,30,17077.5,17072.5,393.89555328354714,16279.0,17908.0
knapsack,n50_uncorrelated,50,50,singlepoint,30,16250.5,16246.833333333334,891.3557702709969,14071.0,17883.0
knapsack,n50_uncorrelated,50,50,uniform,30,18434.0,18313.533333333333,520.6538153152235,16298.0,18848.0
knapsack,n50_uncorrelated,50,50,bitflip,30,18407.5,18384.866666666665,258.6763032924691,17770.0,18874.0
knapsack,n50_uncorrelated,50,50,swapbit,30,17269.0,17280.966666666667,343.69638599660374,16702.0,18027.0
knapsack,n50_weakly,20,20,singlepoint,30,10626.0,10606.7,179.18150112337932,10300.0,10922.0
knapsack,n50_weakly,20,20,uniform,30,10697.0,10708.233333333334,157.81322075060174,10428.0,11079.0
knapsack,n50_weakly,20,20,bitflip,30,10774.0,10797.966666666667,161.6175740131161,10523.0,11205.0
knapsack,n50_weakly,20,20,swapbit,30,10918.5,10926.1,98.60592064479138,10740.0,11165.0
knapsack,n50_weakly,20,30,singlepoint,30,10626.0,10606.7,179.18150112337932,10300.0,10922.0
knapsack,n50_weakly,20,30,uniform,30,10697.0,10708.233333333334,157.81322075060174,10428.0,11079.0
knapsack,n50_weakly,20,30,bitflip,30,10825.5,10848.866666666667,157.6641417989373,10531.0,11205.0
knapsack,n50_weakly,20,30,swapbit,30,10987.0,11018.7,110.650163220348,10774.0,11278.0
knapsack,n50_weakly,20,50,singlepoint,30,10626.0,10606.7,179.18150112337932,10300.0,10922.0
knapsack,n50_weakly,20,50,uniform,30,10697.0,10708.233333333334,157.81322075060174,10428.0,11079.0
knapsack,n50_weakly,20,50,bitflip,30,10963.0,10955.066666666668,168.67044655253002,10572.0,11277.0
knapsack,n50_weakly,20,50,swapbit,30,11118.0,11128.5,105.36889222287508,10956.0,11354.0
knapsack,n50_weakly,50,20,singlepoint,30,10871.0,10861.266666666666,153.63479610658726,10575.0,11185.0
knapsack,n50_weakly,50,20,uniform,30,11035.5,11018.3,107.87577466058212,10782.0,11274.0
knapsack,n50_weakly,50,20,bitflip,30,10932.0,10909.933333333332,131.57479407843132,10691.0,11180.0
knapsack,n50_weakly,50,20,swapbit,30,11088.0,11078.166666666666,85.2813127176791,10909.0,11223.0
knapsack,n50_weakly,50,30,singlepoint,30,10871.0,10861.266666666666,153.63479610658726,10575.0,11185.0
knapsack,n50_weakly,50,30,uniform,30,11070.0,11049.566666666668,124.93879421080779,10805.0,11288.0
knapsack,n50_weakly,50,30,bitflip,30,10988.5,10989.833333333334,121.93952241351768,10833.0,11297.0
knapsack,n50_weakly,50,30,swapbit,30,11134.0,11148.1,83.65790355720257,10981.0,11338.0
knapsack,n50_weakly,50,50,singlepoint,30,10871.0,10861.266666666666,153.63479610658726,10575.0,11185.0
knapsack,n50_weakly,50,50,uniform,30,11070.0,11050.933333333332,124.40865180395679,10805.0,11288.0
knapsack,n50_weakly,50,50,bitflip,30,11091.5,11081.366666666667,111.49408004489507,10835.0,11312.0
knapsack,n50_weakly,50,50,swapbit,30,11218.0,11216.666666666666,66.49777457169905,11071.0,11338.0
knapsack,n50_strongly,20,20,singlepoint,30,15641.0,15683.9,190.3652297286854,15266.0,16029.0
knapsack,n50_strongly,20,20,uniform,30,15846.5,15829.133333333333,139.18500051304414,15488.0,16096.0
knapsack,n50_strongly,20,20,bitflip,30,15924.0,15885.866666666667,169.16585074261076,15538.0,16234.0
knapsack,n50_strongly,20,20,swapbit,30,15737.5,15746.633333333333,144.1626197026824,15437.0,16038.0
knapsack,n50_strongly,20,30,singlepoint,30,15641.0,15683.9,190.3652297286854,15266.0,16029.0
knapsack,n50_strongly,20,30,uniform,30,15846.5,15829.133333333333,139.18500051304414,15488.0,16096.0
knapsack,n50_strongly,20,30,bitflip,30,15934.0,15945.933333333332,169.3924098233068,15573.0,16301.0
knapsack,n50_strongly,20,30,swapbit,30,15740.0,15748.266666666666,144.88281431921965,15437.0,16038.0
knapsack,n50_strongly,20,50,singlepoint,30,15641.0,15683.9,190.3652297286854,15266.0,16029.0
knapsack,n50_strongly,20,50,uniform,30,15846.5,15829.133333333333,139.18500051304414,15488.0,16096.0
knapsack,n50_strongly,20,50,bitflip,30,16006.0,16000.833333333334,153.89743188315356,15731.0,16308.0
knapsack,n50_strongly,20,50,swapbit,30,15740.0,15748.933333333332,145.1168217472495,15437.0,16038.0
knapsack,n50_strongly,50,20,singlepoint,30,15925.5,15947.733333333334,158.6203303344256,15631.0,16320.0
knapsack,n50_strongly,50,20,uniform,30,16122.5,16137.066666666668,130.20035842244573,15911.0,16340.0
knapsack,n50_strongly,50,20,bitflip,30,16027.0,16024.5,116.14282230260204,15787.0,16301.0
knapsack,n50_strongly,50,20,swapbit,30,15839.0,15844.7,133.73704255636932,15538.0,16135.0
knapsack,n50_strongly,50,30,singlepoint,30,15925.5,15948.133333333333,158.241790838628,15631.0,16320.0
knapsack,n50_strongly,50,30,uniform,30,16200.0,16194.033333333333,124.97213022643624,15911.0,16405.0
knapsack,n50_strongly,50,30,bitflip,30,16100.5,16094.733333333334,94.77848342076503,15880.0,16313.0
knapsack,n50_strongly,50,30,swapbit,30,15840.0,15845.966666666667,133.9053920609193,15540.0,16139.0
knapsack,n50_strongly,50,50,singlepoint,30,15925.5,15948.133333333333,158.241790838628,15631.0,16320.0
knapsack,n50_strongly,50,50,uniform,30,16203.5,16199.3,125.51635420300335,15911.0,16405.0
knapsack,n50_strongly,50,50,bitflip,30,16209.0,16180.733333333334,88.72037954791695,16018.0,16338.0
knapsack,n50_strongly,50,50,swapbit,30,15840.0,15846.333333333334,133.8051422478001,15540.0,16139.0
continuous,sphere_d5,20,20,sbx,30,-12.258691614206388,-12.222116561839075,5.7275563283160436,-28.32801839054093,-2.3051093887265806
continuous,sphere_d5,20,20,arithmetic,30,-0.5321018136814483,-1.0819612502387266,1.7658207211260506,-8.534868592129376,-0.00880499381330909
continuous,sphere_d5,20,20,gaussian,30,-0.6346933685695411,-0.6467361104876268,0.2849656164223239,-1.2830903366394144,-0.15584130764328732
continuous,sphere_d5,20,20,polynomial,30,-0.13541639793460386,-0.22476705525310334,0.20460018106250163,-0.8279126110117236,-0.020494066064035477
continuous,sphere_d5,20,30,sbx,30,-12.258691614201476,-12.22211217568442,5.727557734693194,-28.32801839053366,-2.305109388726307
continuous,sphere_d5,20,30,arithmetic,30,-0.5319693217326605,-1.081914082838304,1.7657950285232722,-8.53467758617512,-0.008799401349849181
continuous,sphere_d5,20,30,gaussian,30,-0.5303337400657921,-0.5600809248420603,0.24304295062461592,-1.205615736290325,-0.15584130764328732
continuous,sphere_d5,20,30,polynomial,30,-0.02333754765672333,-0.03598527120295689,0.034812042336343926,-0.1275366190490686,-0.0012976070986275578
continuous,sphere_d5,20,50,sbx,30,-12.258691614201446,-12.222112175680056,5.7275577346945745,-28.328018390533607,-2.3051093887262994
continuous,sphere_d5,20,50,arithmetic,30,-0.5319685712827631,-1.081913228893161,1.765793442485282,-8.534666648503377,-0.008799394965179976
continuous,sphere_d5,20,50,gaussian,30,-0.4577783510678936,-0.45797955439405114,0.16250234619608464,-0.8139396056931955,-0.15584130764328732
continuous,sphere_d5,20,50,polynomial,30,-0.005516431104944217,-0.006241794752405864,0.004283217960248466,-0.01753485353782158,-0.0012976070986275578
continuous,sphere_d5,50,20,sbx,30,-6.6782739791138646,-6.740889895248003,2.865450363369192,-12.345189584403226,-1.6326414262311175
continuous,sphere_d5,50,20,arithmetic,30,-0.006103024955062288,-0.04533850700324685,0.12178428243499498,-0.6445278247958893,-4.3583216698788975e-06
continuous,sphere_d5,50,20,gaussian,30,-0.5073739440036058,-0.5252081479874104,0.19881269113879205,-0.9585098274892788,-0.13537652447284584
continuous,sphere_d5,50,20,polynomial,30,-0.041067310341674934,-0.04990700148746337,0.03424934123142144,-0.13154963329380062,-0.0009012571259307635
continuous,sphere_d5,50,30,sbx,30,-6.32831371816647,-6.573096381932191,2.9459005760277908,-12.345189565864642,-1.6326414233457895
continuous,sphere_d5,50,30,arithmetic,30,-0.005993110789474514,-0.045301342050061554,0.12177962728077721,-0.6445021046429975,-3.4347581052926216e-06
continuous,sphere_d5,50,30,gaussian,30,-0.3911225604460239,-0.39125804378096185,0.1613227712995842,-0.7474727257415202,-0.08219479087603081
continuous,sphere_d5,50,30,polynomial,30,-0.007632823265918752,-0.010317861660987885,0.007466413657536829,-0.027496128263543865,-0.00046846472993562776
continuous,sphere_d5,50,50,sbx,30,-6.327216506472133,-6.570487438719348,2.948005891016228,-12.345189565863675,-1.632641423342156
continuous,sphere_d5,50,50,arithmetic,30,-0.005992779582349501,-0.045299981671327635,0.12177953226060574,-0.6445018758027077,-3.4099045722333375e-06
continuous,sphere_d5,50,50,gaussian,30,-0.29723006158970044,-0.315903608380602,0.12250027856968072,-0.5200131777083467,-0.08219479087603081
continuous,sphere_d5,50,50,polynomial,30,-0.002243991333217501,-0.0022205395495865153,0.0012224181265008205,-0.004674764682597536,-0.00046846472993562776
continuous,sphere_d10,20,20,sbx,30,-36.44712052832712,-38.847623118131395,11.655518138501874,-59.47192347353285,-16.524057586458444
continuous,sphere_d10,20,20,arithmetic,30,-3.3534138012894044,-3.396814528353514,1.595877740573112,-6.493809345249578,-1.0053064762579602
continuous,sphere_d10,20,20,gaussian,30,-6.603608153478778,-6.635210460195132,1.7449185910870277,-12.160426051461695,-4.052172344075057
continuous,sphere_d10,20,20,polynomial,30,-9.043955736178077,-10.088036673515262,5.774559155127718,-24.813115539695772,-1.208243598835937
continuous,sphere_d10,20,30,sbx,30,-36.44712052801314,-38.847475725564706,11.655617300793638,-59.47192347220591,-16.524057586458426
continuous,sphere_d10,20,30,arithmetic,30,-3.351921191353637,-3.3959664589034375,1.595904817605544,-6.493699138219602,-1.0053064762579602
continuous,sphere_d10,20,30,gaussian,30,-4.713614034555652,-4.884173373242651,1.4519152108307887,-8.64212021782665,-1.7133409255495142
continuous,sphere_d10,20,30,polynomial,30,-3.2402488491052437,-3.7275751406768673,2.5833169097006254,-10.232157975344716,-0.41928226186533446
continuous,sphere_d10,20,50,sbx,30,-36.44712052801309,-38.847475723641985,11.655617301585957,-59.47192347220581,-16.524057586458397
continuous,sphere_d10,20,50,arithmetic,30,-3.351895060061225,-3.3959583239438302,1.5959062574927525,-6.493697673923396,-1.0053064762579602
continuous,sphere_d10,20,50,gaussian,30,-4.155681222661679,-3.78869522799903,1.1360952089046563,-5.680589288478244,-1.324727149051511
continuous,sphere_d10,20,50,polynomial,30,-0.3071983242184271,-0.3574388191064374,0.2511912667678569,-1.0673950389452525,-0.07416189296357743
continuous,sphere_d10,50,20,sbx,30,-31.606543233083475,-29.789893668636786,8.145776437980357,-47.133307375484186,-14.010949043668749
continuous,sphere_d10,50,20,arithmetic,30,-0.21314882012605463,-0.4183510575135829,0.42426843419306626,-1.8485281467309944,-0.03933950657257886
continuous,sphere_d10,50,20,gaussian,30,-4.642889919956765,-4.443674748277489,1.3193213745641394,-6.490825390901019,-1.4228835582386172
continuous,sphere_d10,50,20,polynomial,30,-5.561705078398646,-5.447252397976856,2.6963502475358014,-12.483399739394626,-0.3672972432921154
continuous,sphere_d10,50,30,sbx,30,-31.606543029192064,-29.789471825035086,8.145803294528397,-47.1333062744551,-14.010948857347366
continuous,sphere_d10,50,30,arithmetic,30,-0.21208357653479465,-0.4162387204645674,0.42279186916386,-1.8399538165954696,-0.03877933731302674
continuous,sphere_d10,50,30,gaussian,30,-3.623732135825635,-3.721386301494055,1.0468023710169192,-6.011602852405137,-1.4228835582386172
continuous,sphere_d10,50,30,polynomial,30,-1.49354897666587,-1.594832094294031,1.0593325371774334,-4.484832447853049,-0.053339593380244826
continuous,sphere_d10,50,50,sbx,30,-31.60654302898016,-29.789471769813733,8.145803269553378,-47.133306274247154,-14.01094885732955
continuous,sphere_d10,50,50,arithmetic,30,-0.2120357434164814,-0.41617757391045723,0.4227644113663917,-1.8399126056430768,-0.03875759569531653
continuous,sphere_d10,50,50,gaussian,30,-3.3126222388495523,-3.2902540069423645,0.8845560868917048,-5.009892408822933,-1.4228835582386172
continuous,sphere_d10,50,50,polynomial,30,-0.12701445280337864,-0.13306832025193177,0.07250999345984781,-0.30285576844586237,-0.020380732823236804
continuous,rastrigin_d5,20,20,sbx,30,-35.345510586709835,-35.73534703503939,9.403953358702951,-55.97740093736133,-19.305449231548685
continuous,rastrigin_d5,20,20,arithmetic,30,-10.364920948635557,-11.89865724380007,5.816636671283002,-25.19934680563061,-4.265114493461283
continuous,rastrigin_d5,20,20,gaussian,30,-18.32867175112887,-19.449278690158273,4.967574636366186,-30.171762214171522,-8.546606051994274
continuous,rastrigin_d5,20,20,polynomial,30,-12.693508175749258,-13.85298223663146,5.076512808616376,-23.21470994242332,-6.696841065776056
continuous,rastrigin_d5,20,30,sbx,30,-35.345510283225806,-35.73534599677564,9.403954147085846,-55.97740093736026,-19.30544923151804
continuous,rastrigin_d5,20,30,arithmetic,30,-10.364348326029031,-11.89772223860212,5.816894026765416,-25.19928463215451,-4.264008648253245
continuous,rastrigin_d5,20,30,gaussian,30,-17.19651611703599,-17.593509286542847,4.409328972591708,-28.013331617385084,-8.313642897522875
continuous,rastrigin_d5,20,30,polynomial,30,-8.842080515131059,-9.693802875872631,4.4893270944412516,-20.40195048067286,-3.026701680056995
continuous,rastrigin_d5,20,50,sbx,30,-35.345510283223874,-35.73534599675897,9.403954147107587,-55.97740093736008,-19.305449231517766
continuous,rastrigin_d5,20,50,arithmetic,30,-10.364344463412603,-11.897711271169053,5.816894024707653,-25.199282100007487,-4.264007388169844
continuous,rastrigin_d5,20,50,gaussian,30,-16.21748929583238,-15.774350471305164,3.6865503037481826,-22.66274216385908,-8.313642897522875
continuous,rastrigin_d5,20,50,polynomial,30,-5.136015487427009,-5.4702151526461575,3.5433300578041265,-17.492641614850527,-0.11107556313621814
continuous,rastrigin_d5,50,20,sbx,30,-21.519460174989142,-22.17514203874187,7.371329978622371,-39.56968964798588,-12.51289263594525
continuous,rastrigin_d5,50,20,arithmetic,30,-5.24920274274988,-5.146355054304034,3.0088417860095475,-12.977869702128032,-0.5159414549884787
continuous,rastrigin_d5,50,20,gaussian,30,-14.703224836932282,-15.12547034176043,3.502049424658696,-21.004092252400582,-7.9385465214608
continuous,rastrigin_d5,50,20,polynomial,30,-6.871322714448976,-7.548121206367137,4.110585854078647,-21.34704315472687,-2.316014175531926
continuous,rastrigin_d5,50,30,sbx,30,-21.48714882223039,-22.145317937452873,7.383836726630768,-39.56968932698953,-12.512659601219717
continuous,rastrigin_d5,50,30,arithmetic,30,-5.0717070941159825,-5.104362802293658,2.9989543622771246,-12.939107341148166,-0.49146948448973404
continuous,rastrigin_d5,50,30,gaussian,30,-13.33602783269517,-13.48705772563058,2.684286074076518,-20.36529780948895,-7.9385465214608
continuous,rastrigin_d5,50,30,polynomial,30,-3.992873352105974,-5.125015770729807,3.717000001161207,-19.390148914917397,-2.002830964296166
continuous,rastrigin_d5,50,50,sbx,30,-21.482448011486596,-22.14466619796398,7.3840311687729026,-39.569689326970746,-12.512658273145576
continuous,rastrigin_d5,50,50,arithmetic,30,-5.067903636998654,-5.103071680334998,2.99884449716564,-12.938966534881665,-0.49093716994906345
continuous,rastrigin_d5,50,50,gaussian,30,-12.136507328381583,-12.314125907025812,2.1502787823499663,-19.19463005178322,-7.9385465214608
continuous,rastrigin_d5,50,50,polynomial,30,-1.8316506705916353,-2.1507089463992193,1.6727491226818865,-8.698028134367632,-0.32369749974262874
continuous,rastrigin_d10,20,20,sbx,30,-102.5340199461725,-102.56347865101608,14.339013247642024,-126.15795410852297,-74.59400989272947
continuous,rastrigin_d10,20,20,arithmetic,30,-37.813062916428805,-39.20303387270006,11.120472007350141,-64.12380202786073,-22.349672010645406
continuous,rastrigin_d10,20,20,gaussian,30,-72.81557062001184,-72.11725268091014,10.323331764476102,-92.88093217111107,-49.36783134234603
continuous,rastrigin_d10,20,20,polynomial,30,-59.07628570928965,-56.952648401903915,14.32944306939773,-84.80386211092646,-23.531916160342803
continuous,rastrigin_d10,20,30,sbx,30,-102.53401994530944,-102.56347838095535,14.339013098991078,-126.15795401387521,-74.59400989088539
continuous,rastrigin_d10,20,30,arithmetic,30,-37.80556276431743,-39.07822279542714,11.15926341419842,-64.12216746227901,-21.49500309610491
continuous,rastrigin_d10,20,30,gaussian,30,-66.94282659138383,-67.7619738117249,9.31322687463225,-89.84935594590232,-49.36783134234603
continuous,rastrigin_d10,20,30,polynomial,30,-45.80124067955289,-45.144040090887636,12.240772499335849,-67.9429839520833,-14.124874198003653
continuous,rastrigin_d10,20,50,sbx,30,-102.53401994530904,-102.56347838091031,14.339013098972085,-126.15795401387456,-74.59400989088479
continuous,rastrigin_d10,20,50,arithmetic,30,-37.80531516499281,-39.0777125460045,11.159154283941639,-64.12216409958128,-21.49500309610491
continuous,rastrigin_d10,20,50,gaussian,30,-63.55151459808572,-64.34695692444652,8.42654963807908,-80.91722018357522,-49.36783134234603
continuous,rastrigin_d10,20,50,polynomial,30,-31.301619602201832,-32.65976927533902,11.11839427316141,-55.623020842893105,-9.025401826157392
continuous,rastrigin_d10,50,20,sbx,30,-76.10116622449169,-77.65439546401541,11.556022846146748,-96.26876391586477,-55.93373580562052
continuous,rastrigin_d10,50,20,arithmetic,30,-17.325538980132528,-19.024995570302792,6.92410921156316,-30.98650195946273,-5.043437460057305
continuous,rastrigin_d10,50,20,gaussian,30,-63.4451400693565,-64.18803654396766,10.877625801254835,-83.41972228572439,-37.01402859248319
continuous,rastrigin_d10,50,20,polynomial,30,-41.17147344742935,-43.63512930218997,10.584395710954675,-62.001311376082036,-22.463737225333432
continuous,rastrigin_d10,50,30,sbx,30,-76.0977720591415,-77.48874044952774,11.620774490484427,-96.2687633208529,-55.698220247891676
continuous,rastrigin_d10,50,30,arithmetic,30,-17.02185616887199,-18.734045393947124,6.809169502114622,-30.30163096563531,-5.019444560641247
continuous,rastrigin_d10,50,30,gaussian,30,-60.72733495878382,-58.61850571998689,10.693580452205548,-73.71675060711546,-26.05924077266677
continuous,rastrigin_d10,50,30,polynomial,30,-32.59805083949497,-32.37320667153779,8.741738589578697,-48.69380577022904,-16.183587528121677
continuous,rastrigin_d10,50,50,sbx,30,-76.09777147108127,-77.48782106417312,11.621360675568848,-96.26876332081801,-55.69813757988832
continuous,rastrigin_d10,50,50,arithmetic,30,-17.015084629920757,-18.723508471672737,6.80585220429402,-30.290870782276755,-5.0187359717322835
continuous,rastrigin_d10,50,50,gaussian,30,-57.04728314868018,-55.228141831666896,9.705675905834749,-67.34779138884858,-26.05924077266677
continuous,rastrigin_d10,50,50,polynomial,30,-19.18680095643475,-19.137542495402887,6.522816144033701,-35.88860464682152,-7.684447082017286
continuous,rosenbrock_d5,20,20,sbx,30,-168.2407563771128,-180.8023725483778,93.54561015829988,-377.55459793308063,-24.814103270640295
continuous,rosenbrock_d5,20,20,arithmetic,30,-7.842409238864725,-14.393781701603844,14.646665338471191,-58.89100902972737,-0.22970576630150258
continuous,rosenbrock_d5,20,20,gaussian,30,-8.213318327816058,-8.695682685680147,2.756446977947295,-15.762952724508398,-4.990345481056054
continuous,rosenbrock_d5,20,20,polynomial,30,-4.751038403391563,-6.380718405082349,6.431645709560434,-31.67792063639974,-1.2293975508250092
continuous,rosenbrock_d5,20,30,sbx,30,-168.2407562772586,-180.80237250440848,93.54561017432528,-377.554597927517,-24.814102974643667
continuous,rosenbrock_d5,20,30,arithmetic,30,-7.8422950330199805,-14.391866507047878,14.647254717715317,-58.89099752919372,-0.22953963780633688
continuous,rosenbrock_d5,20,30,gaussian,30,-7.457938924009255,-7.868507976494535,2.2302120914844163,-13.714324423628929,-4.990345481056054
continuous,rosenbrock_d5,20,30,polynomial,30,-3.4172221773363667,-3.315148556227297,1.7596937945092017,-7.642850996852613,-0.4046742324304477
continuous,rosenbrock_d5,20,50,sbx,30,-168.24075627725796,-180.8023725044074,93.54561017432468,-377.554597927516,-24.814102974643525
continuous,rosenbrock_d5,20,50,arithmetic,30,-7.842294659715796,-14.391861289889958,14.647256455349966,-58.89099677362076,-0.22953936144253234
continuous,rosenbrock_d5,20,50,gaussian,30,-6.396171981013577,-6.662560970017635,1.8556508518076305,-11.290862255024539,-2.629691755473715
continuous,rosenbrock_d5,20,50,polynomial,30,-2.992800277234057,-2.564304896277405,1.4213622173042064,-4.667060544742052,-0.02573917939201018
continuous,rosenbrock_d5,50,20,sbx,30,-76.54868807290822,-88.12310902252415,47.16705355240175,-183.13856644746215,-20.530822274431074
continuous,rosenbrock_d5,50,20,arithmetic,30,-3.289928485646669,-3.3315606709174324,0.9712319309626304,-5.7504899866566515,-2.051887105220982
continuous,rosenbrock_d5,50,20,gaussian,30,-6.19546170593164,-6.337471332314856,1.8634621574750112,-9.643215087513099,-2.7069260851666366
continuous,rosenbrock_d5,50,20,polynomial,30,-3.0866488254585356,-4.915386694010522,7.552575098987188,-43.11591938042661,-0.6699540068495762
continuous,rosenbrock_d5,50,30,sbx,30,-76.54708191418001,-88.12090264931558,47.16951002740228,-183.1385630409709,-20.530820170491495
continuous,rosenbrock_d5,50,30,arithmetic,30,-3.285459638158383,-3.317131791782548,0.9892871184224504,-5.748719760713158,-1.7138219992952497
continuous,rosenbrock_d5,50,30,gaussian,30,-5.8986762750771025,-5.953789844695076,1.6253056827577523,-9.27256068567104,-2.7069260851666366
continuous,rosenbrock_d5,50,30,polynomial,30,-2.693294935153448,-2.9301029869756388,1.9979412143833075,-11.454021779661096,-0.28429410012337325
continuous,rosenbrock_d5,50,50,sbx,30,-76.54708185915905,-88.12056514687828,47.169908771290906,-183.13856291350476,-20.53082017013604
continuous,rosenbrock_d5,50,50,arithmetic,30,-3.2853829008936333,-3.315859383599923,0.9913284300815661,-5.7487055749702565,-1.6772840969667784
continuous,rosenbrock_d5,50,50,gaussian,30,-5.519534746579021,-5.457604355986101,1.1712883576755981,-7.7748614468599975,-2.7069260851666366
continuous,rosenbrock_d5,50,50,polynomial,30,-2.407303826408725,-2.374650922627145,1.1602902450934902,-4.629276472216317,-0.16885491225853483
continuous,rosenbrock_d10,20,20,sbx,30,-976.1428025548535,-988.7754237241446,469.3402569513698,-2332.1532390468124,-197.080498667027
continuous,rosenbrock_d10,20,20,arithmetic,30,-61.99657763052866,-66.16811797974609,37.12462786015226,-213.5018858483954,-18.281341270904015
continuous,rosenbrock_d10,20,20,gaussian,30,-109.67925978597512,-108.67759559719944,46.979249962154356,-198.5676552843757,-37.67013072043425
continuous,rosenbrock_d10,20,20,polynomial,30,-152.00681795738086,-194.23968057339454,139.4247417942275,-653.1693203986106,-43.55595445937336
continuous,rosenbrock_d10,20,30,sbx,30,-976.1428023679805,-988.7695378675569,469.3228333358883,-2331.9767215176416,-197.0804986670262
continuous,rosenbrock_d10,20,30,arithmetic,30,-61.990155178213755,-66.15271010581596,37.12198338891187,-213.47645222436532,-18.25469294296631
continuous,rosenbrock_d10,20,30,gaussian,30,-87.22224566253685,-90.46728718711931,38.495603451204474,-168.23049167282988,-37.67013072043425
continuous,rosenbrock_d10,20,30,polynomial,30,-83.6994106841453,-93.25592173732755,63.846288535255106,-292.41081716874777,-20.836604579322955
continuous,rosenbrock_d10,20,50,sbx,30,-976.1428023679164,-988.7695378656157,469.322833330166,-2331.976721459666,-197.08049866702558
continuous,rosenbrock_d10,20,50,arithmetic,30,-61.99010535259515,-66.15234797241236,37.12175164052634,-213.47617249563186,-18.254688805786586
continuous,rosenbrock_d10,20,50,gaussian,30,-70.32547389046496,-70.86633006422677,25.134049067611027,-123.3665489432173,-37.67013072043425
continuous,rosenbrock_d10,20,50,polynomial,30,-20.94675669748291,-44.830091572250545,40.817613511081625,-159.49206343696372,-6.365347359670261
continuous,rosenbrock_d10,50,20,sbx,30,-620.667583817675,-617.7729513292148,211.03474631860558,-1084.5375495488843,-185.4430823832258
continuous,rosenbrock_d10,50,20,arithmetic,30,-16.989659609090445,-20.776859489861042,12.146187365897969,-52.79051438724297,-6.852584638343338
continuous,rosenbrock_d10,50,20,gaussian,30,-73.52630774270023,-76.10098792344382,24.769267269745338,-124.71315098549779,-32.88418293188298
continuous,rosenbrock_d10,50,20,polynomial,30,-85.54445583999417,-93.56209199124979,54.87494998053509,-304.6001869429907,-18.283650906655406
continuous,rosenbrock_d10,50,30,sbx,30,-620.6675589505057,-617.7671455256798,211.03316457273823,-1084.5372462668247,-185.4430822143077
continuous,rosenbrock_d10,50,30,arithmetic,30,-16.938704297501406,-20.73247868154514,12.124473564987126,-52.763368116365974,-6.812148679591232
continuous,rosenbrock_d10,50,30,gaussian,30,-61.68325633398053,-64.14839726974887,22.27658235655092,-124.71315098549779,-26.071390290919194
continuous,rosenbrock_d10,50,30,polynomial,30,-41.73291414984364,-54.24536091716769,41.01572215293935,-190.51244024889468,-11.004094474258798
continuous,rosenbrock_d10,50,50,sbx,30,-620.6675589499114,-617.7671448559353,211.03316434794053,-1084.537246257106,-185.44308221428946
continuous,rosenbrock_d10,50,50,arithmetic,30,-16.93682180504195,-20.730593657757776,12.123286006559821,-52.76087008838316,-6.811214550616911
continuous,rosenbrock_d10,50,50,gaussian,30,-49.98710318027857,-51.11380684072733,11.230888183451311,-77.50552743029675,-26.071390290919194
continuous,rosenbrock_d10,50,50,polynomial,30,-14.196883595409115,-33.22040642348126,29.80831419545457,-96.76257866063811,-3.5597304106022203
